	平均点,	　数学　,	　理科　,	　社会　,	　国語　,	　英語　
		50.973 ,	50.831 ,	50.897 ,	51.035 ,	50.155

	順位,	番号,	数学,	理科,	社会,	国語,	英語,	総合
	8223 ,	5228 ,	37 ,	50 ,	41 ,	70 ,	70 ,	268
	8223 ,	13505 ,	88 ,	16 ,	59 ,	95 ,	10 ,	268
	8223 ,	5103 ,	49 ,	80 ,	75 ,	33 ,	31 ,	268
	8223 ,	19 ,	33 ,	42 ,	64 ,	66 ,	63 ,	268
	8223 ,	5003 ,	3 ,	90 ,	27 ,	56 ,	92 ,	268
	8223 ,	19912 ,	47 ,	23 ,	49 ,	73 ,	76 ,	268
	8223 ,	6770 ,	79 ,	66 ,	77 ,	29 ,	17 ,	268
	8223 ,	19812 ,	35 ,	18 ,	69 ,	65 ,	81 ,	268
	8223 ,	8440 ,	31 ,	57 ,	39 ,	60 ,	81 ,	268
	8223 ,	9721 ,	24 ,	90 ,	81 ,	73 ,	0 ,	268
	8223 ,	9252 ,	3 ,	42 ,	66 ,	90 ,	67 ,	268
	8223 ,	19923 ,	43 ,	81 ,	39 ,	36 ,	69 ,	268
	8223 ,	19136 ,	26 ,	86 ,	45 ,	29 ,	82 ,	268
	8223 ,	17865 ,	65 ,	77 ,	35 ,	60 ,	31 ,	268
	8223 ,	17871 ,	53 ,	14 ,	56 ,	95 ,	50 ,	268
	8223 ,	9508 ,	29 ,	29 ,	49 ,	86 ,	75 ,	268
	8223 ,	19014 ,	51 ,	67 ,	70 ,	54 ,	26 ,	268
	8223 ,	18615 ,	50 ,	95 ,	59 ,	26 ,	38 ,	268
	8223 ,	3685 ,	20 ,	77 ,	67 ,	42 ,	62 ,	268
	8223 ,	18509 ,	80 ,	8 ,	42 ,	90 ,	48 ,	268
	8223 ,	18402 ,	85 ,	69 ,	15 ,	96 ,	3 ,	268
	8223 ,	9412 ,	61 ,	66 ,	47 ,	45 ,	49 ,	268
	8223 ,	251 ,	8 ,	24 ,	88 ,	75 ,	73 ,	268
	8223 ,	18247 ,	17 ,	39 ,	32 ,	98 ,	82 ,	268
	8223 ,	9098 ,	21 ,	95 ,	20 ,	48 ,	84 ,	268
	8223 ,	4530 ,	19 ,	47 ,	66 ,	42 ,	94 ,	268
	8223 ,	2262 ,	70 ,	50 ,	9 ,	81 ,	58 ,	268
	8223 ,	18032 ,	25 ,	97 ,	22 ,	72 ,	52 ,	268
	8223 ,	1551 ,	44 ,	82 ,	83 ,	14 ,	45 ,	268
	8223 ,	8866 ,	13 ,	67 ,	92 ,	28 ,	68 ,	268
	8223 ,	8551 ,	43 ,	82 ,	0 ,	96 ,	47 ,	268
	8223 ,	17608 ,	84 ,	45 ,	25 ,	37 ,	77 ,	268
	8223 ,	7688 ,	76 ,	60 ,	73 ,	44 ,	15 ,	268
	8223 ,	8789 ,	52 ,	86 ,	33 ,	17 ,	80 ,	268
	8223 ,	7974 ,	13 ,	46 ,	93 ,	55 ,	61 ,	268
	8223 ,	17214 ,	77 ,	78 ,	24 ,	24 ,	65 ,	268
	8223 ,	18315 ,	50 ,	42 ,	78 ,	94 ,	4 ,	268
	8223 ,	8582 ,	98 ,	32 ,	29 ,	72 ,	37 ,	268
	8223 ,	16916 ,	81 ,	51 ,	27 ,	81 ,	28 ,	268
	8223 ,	8340 ,	0 ,	64 ,	47 ,	96 ,	61 ,	268
	8223 ,	8304 ,	32 ,	92 ,	31 ,	42 ,	71 ,	268
	8223 ,	33 ,	17 ,	73 ,	52 ,	28 ,	98 ,	268
	8223 ,	4139 ,	75 ,	94 ,	52 ,	42 ,	5 ,	268
	8341 ,	1019 ,	42 ,	40 ,	33 ,	55 ,	97 ,	267
	8341 ,	16177 ,	55 ,	50 ,	61 ,	23 ,	78 ,	267
	8341 ,	16097 ,	25 ,	69 ,	81 ,	23 ,	69 ,	267
	8341 ,	15948 ,	67 ,	51 ,	90 ,	18 ,	41 ,	267
	8341 ,	15832 ,	85 ,	28 ,	75 ,	37 ,	42 ,	267
	8341 ,	15776 ,	88 ,	32 ,	77 ,	60 ,	10 ,	267
	8341 ,	14416 ,	42 ,	49 ,	85 ,	51 ,	40 ,	267
	8341 ,	14026 ,	90 ,	26 ,	51 ,	47 ,	53 ,	267
	8341 ,	9550 ,	62 ,	99 ,	19 ,	71 ,	16 ,	267
	8341 ,	7695 ,	84 ,	43 ,	42 ,	26 ,	72 ,	267
	8341 ,	7735 ,	13 ,	51 ,	76 ,	58 ,	69 ,	267
	8341 ,	1070 ,	44 ,	73 ,	9 ,	78 ,	63 ,	267
	8341 ,	7689 ,	42 ,	5 ,	84 ,	61 ,	75 ,	267
	8341 ,	960 ,	66 ,	31 ,	46 ,	85 ,	39 ,	267
	8341 ,	7644 ,	41 ,	42 ,	88 ,	83 ,	13 ,	267
	8341 ,	15193 ,	24 ,	97 ,	5 ,	65 ,	76 ,	267
	8341 ,	15153 ,	0 ,	46 ,	56 ,	67 ,	98 ,	267
	8341 ,	2188 ,	56 ,	46 ,	75 ,	48 ,	42 ,	267
	8341 ,	3765 ,	82 ,	77 ,	49 ,	37 ,	22 ,	267
	8341 ,	1867 ,	57 ,	40 ,	88 ,	9 ,	73 ,	267
	8341 ,	14893 ,	61 ,	81 ,	36 ,	47 ,	42 ,	267
	8341 ,	14888 ,	46 ,	74 ,	54 ,	46 ,	47 ,	267
	8341 ,	7454 ,	11 ,	55 ,	50 ,	94 ,	57 ,	267
	8341 ,	7427 ,	37 ,	97 ,	14 ,	39 ,	80 ,	267
	8341 ,	14729 ,	54 ,	67 ,	39 ,	33 ,	74 ,	267
	8341 ,	7346 ,	42 ,	58 ,	8 ,	61 ,	98 ,	267
	8341 ,	6403 ,	94 ,	19 ,	43 ,	49 ,	62 ,	267
	8341 ,	17726 ,	47 ,	100 ,	76 ,	41 ,	3 ,	267
	8341 ,	1821 ,	84 ,	30 ,	41 ,	25 ,	87 ,	267
	8341 ,	3948 ,	19 ,	85 ,	58 ,	15 ,	90 ,	267
	8341 ,	14484 ,	67 ,	10 ,	83 ,	40 ,	67 ,	267
	8341 ,	898 ,	91 ,	12 ,	38 ,	57 ,	69 ,	267
	8341 ,	9637 ,	47 ,	73 ,	91 ,	23 ,	33 ,	267
	8341 ,	14155 ,	61 ,	75 ,	22 ,	50 ,	59 ,	267
	8341 ,	19806 ,	35 ,	23 ,	94 ,	86 ,	29 ,	267
	8341 ,	6294 ,	51 ,	23 ,	52 ,	59 ,	82 ,	267
	8341 ,	13515 ,	8 ,	58 ,	47 ,	66 ,	88 ,	267
	8341 ,	13445 ,	64 ,	71 ,	53 ,	8 ,	71 ,	267
	8341 ,	832 ,	44 ,	57 ,	40 ,	91 ,	35 ,	267
	8341 ,	13336 ,	32 ,	4 ,	100 ,	63 ,	68 ,	267
	8341 ,	6668 ,	66 ,	29 ,	34 ,	59 ,	79 ,	267
	8341 ,	3324 ,	14 ,	73 ,	98 ,	78 ,	4 ,	267
	8341 ,	3296 ,	23 ,	66 ,	22 ,	70 ,	86 ,	267
	8341 ,	6515 ,	37 ,	12 ,	62 ,	78 ,	78 ,	267
	8341 ,	6483 ,	95 ,	61 ,	8 ,	76 ,	27 ,	267
	8341 ,	12934 ,	32 ,	31 ,	90 ,	18 ,	96 ,	267
	8341 ,	1615 ,	84 ,	51 ,	17 ,	73 ,	42 ,	267
	8341 ,	12778 ,	70 ,	23 ,	48 ,	87 ,	39 ,	267
	8341 ,	6304 ,	87 ,	72 ,	20 ,	27 ,	61 ,	267
	8341 ,	12576 ,	30 ,	56 ,	96 ,	69 ,	16 ,	267
	8341 ,	6245 ,	83 ,	33 ,	37 ,	89 ,	25 ,	267
	8341 ,	6227 ,	58 ,	56 ,	45 ,	89 ,	19 ,	267
	8341 ,	6112 ,	85 ,	49 ,	50 ,	9 ,	74 ,	267
	8341 ,	12198 ,	98 ,	87 ,	29 ,	29 ,	24 ,	267
	8341 ,	3041 ,	51 ,	17 ,	82 ,	64 ,	53 ,	267
	8341 ,	8534 ,	39 ,	38 ,	95 ,	94 ,	1 ,	267
	8341 ,	12079 ,	72 ,	57 ,	84 ,	53 ,	1 ,	267
	8341 ,	6016 ,	50 ,	21 ,	72 ,	30 ,	94 ,	267
	8341 ,	1163 ,	3 ,	100 ,	18 ,	71 ,	75 ,	267
	8341 ,	11986 ,	94 ,	64 ,	45 ,	10 ,	54 ,	267
	8341 ,	5971 ,	46 ,	98 ,	38 ,	7 ,	78 ,	267
	8341 ,	5967 ,	37 ,	95 ,	75 ,	48 ,	12 ,	267
	8341 ,	11932 ,	39 ,	32 ,	39 ,	87 ,	70 ,	267
	8341 ,	186 ,	63 ,	42 ,	21 ,	53 ,	88 ,	267
	8341 ,	11676 ,	61 ,	74 ,	9 ,	57 ,	66 ,	267
	8341 ,	10492 ,	72 ,	89 ,	28 ,	37 ,	41 ,	267
	8341 ,	11627 ,	27 ,	47 ,	42 ,	96 ,	55 ,	267
	8341 ,	2832 ,	73 ,	42 ,	57 ,	60 ,	35 ,	267
	8341 ,	3409 ,	8 ,	99 ,	42 ,	38 ,	80 ,	267
	8341 ,	11243 ,	63 ,	45 ,	88 ,	60 ,	11 ,	267
	8341 ,	11183 ,	18 ,	47 ,	68 ,	87 ,	47 ,	267
	8341 ,	5539 ,	93 ,	21 ,	94 ,	45 ,	14 ,	267
	8341 ,	11032 ,	42 ,	83 ,	60 ,	51 ,	31 ,	267
	8341 ,	10794 ,	40 ,	99 ,	80 ,	10 ,	38 ,	267
	8341 ,	5386 ,	65 ,	98 ,	41 ,	9 ,	54 ,	267
	8341 ,	8948 ,	80 ,	76 ,	15 ,	74 ,	22 ,	267
	8341 ,	16025 ,	39 ,	42 ,	46 ,	50 ,	90 ,	267
	8341 ,	10624 ,	45 ,	34 ,	62 ,	33 ,	93 ,	267
	8341 ,	10398 ,	65 ,	7 ,	83 ,	51 ,	61 ,	267
	8341 ,	9312 ,	74 ,	17 ,	45 ,	60 ,	71 ,	267
	8341 ,	2587 ,	41 ,	43 ,	12 ,	97 ,	74 ,	267
	8341 ,	1050 ,	66 ,	54 ,	38 ,	15 ,	94 ,	267
	8341 ,	10194 ,	41 ,	81 ,	48 ,	78 ,	19 ,	267
	8341 ,	5067 ,	37 ,	35 ,	47 ,	92 ,	56 ,	267
	8341 ,	15070 ,	26 ,	86 ,	42 ,	72 ,	41 ,	267
	8341 ,	5053 ,	52 ,	23 ,	96 ,	50 ,	46 ,	267
	8341 ,	2522 ,	77 ,	88 ,	41 ,	19 ,	42 ,	267
	8341 ,	4980 ,	66 ,	90 ,	12 ,	96 ,	3 ,	267
	8341 ,	19865 ,	85 ,	73 ,	55 ,	42 ,	12 ,	267
	8341 ,	9869 ,	11 ,	63 ,	99 ,	26 ,	68 ,	267
	8341 ,	2213 ,	65 ,	63 ,	42 ,	73 ,	24 ,	267
	8341 ,	18945 ,	46 ,	98 ,	10 ,	49 ,	64 ,	267
	8341 ,	18164 ,	19 ,	38 ,	48 ,	100 ,	62 ,	267
	8341 ,	4550 ,	42 ,	67 ,	11 ,	99 ,	48 ,	267
	8341 ,	18169 ,	75 ,	60 ,	47 ,	8 ,	77 ,	267
	8341 ,	9019 ,	59 ,	44 ,	54 ,	26 ,	84 ,	267
	8341 ,	18021 ,	42 ,	58 ,	54 ,	30 ,	83 ,	267
	8341 ,	17734 ,	18 ,	42 ,	58 ,	51 ,	98 ,	267
	8341 ,	68 ,	86 ,	71 ,	57 ,	35 ,	18 ,	267
	8341 ,	4012 ,	31 ,	12 ,	43 ,	89 ,	92 ,	267
	8341 ,	8760 ,	77 ,	49 ,	3 ,	69 ,	69 ,	267
	8341 ,	8729 ,	39 ,	45 ,	98 ,	75 ,	10 ,	267
	8341 ,	4322 ,	30 ,	12 ,	83 ,	47 ,	95 ,	267
	8341 ,	17273 ,	77 ,	63 ,	32 ,	69 ,	26 ,	267
	8341 ,	17263 ,	73 ,	60 ,	15 ,	92 ,	27 ,	267
	8341 ,	17257 ,	29 ,	23 ,	42 ,	82 ,	91 ,	267
	8341 ,	8546 ,	32 ,	84 ,	64 ,	23 ,	64 ,	267
	8341 ,	16865 ,	40 ,	94 ,	22 ,	30 ,	81 ,	267
	8341 ,	16736 ,	81 ,	49 ,	5 ,	90 ,	42 ,	267
	8341 ,	8330 ,	80 ,	47 ,	31 ,	93 ,	16 ,	267
	8451 ,	18002 ,	66 ,	23 ,	53 ,	71 ,	53 ,	266
	8451 ,	16240 ,	38 ,	21 ,	60 ,	47 ,	100 ,	266
	8451 ,	16192 ,	77 ,	28 ,	93 ,	58 ,	10 ,	266
	8451 ,	8084 ,	30 ,	90 ,	72 ,	53 ,	21 ,	266
	8451 ,	16028 ,	42 ,	11 ,	34 ,	88 ,	91 ,	266
	8451 ,	16019 ,	3 ,	36 ,	87 ,	51 ,	89 ,	266
	8451 ,	15899 ,	19 ,	98 ,	53 ,	91 ,	5 ,	266
	8451 ,	15758 ,	34 ,	57 ,	13 ,	83 ,	79 ,	266
	8451 ,	15743 ,	59 ,	95 ,	4 ,	49 ,	59 ,	266
	8451 ,	7013 ,	71 ,	3 ,	55 ,	57 ,	80 ,	266
	8451 ,	16393 ,	68 ,	28 ,	50 ,	41 ,	79 ,	266
	8451 ,	1123 ,	78 ,	59 ,	22 ,	58 ,	49 ,	266
	8451 ,	15416 ,	24 ,	21 ,	86 ,	69 ,	66 ,	266
	8451 ,	7703 ,	32 ,	45 ,	47 ,	70 ,	72 ,	266
	8451 ,	15310 ,	13 ,	59 ,	85 ,	100 ,	9 ,	266
	8451 ,	951 ,	32 ,	81 ,	52 ,	43 ,	58 ,	266
	8451 ,	474 ,	22 ,	82 ,	62 ,	69 ,	31 ,	266
	8451 ,	1893 ,	7 ,	43 ,	84 ,	84 ,	48 ,	266
	8451 ,	15101 ,	27 ,	98 ,	7 ,	67 ,	67 ,	266
	8451 ,	3773 ,	93 ,	15 ,	41 ,	36 ,	81 ,	266
	8451 ,	3734 ,	56 ,	43 ,	15 ,	56 ,	96 ,	266
	8451 ,	7458 ,	30 ,	65 ,	98 ,	21 ,	52 ,	266
	8451 ,	14829 ,	51 ,	21 ,	61 ,	54 ,	79 ,	266
	8451 ,	7323 ,	18 ,	29 ,	71 ,	91 ,	57 ,	266
	8451 ,	14637 ,	9 ,	79 ,	40 ,	93 ,	45 ,	266
	8451 ,	14483 ,	4 ,	61 ,	24 ,	83 ,	94 ,	266
	8451 ,	1803 ,	0 ,	59 ,	76 ,	70 ,	61 ,	266
	8451 ,	28 ,	47 ,	28 ,	42 ,	91 ,	58 ,	266
	8451 ,	14229 ,	27 ,	23 ,	95 ,	22 ,	99 ,	266
	8451 ,	14202 ,	43 ,	49 ,	92 ,	74 ,	8 ,	266
	8451 ,	1774 ,	44 ,	77 ,	27 ,	46 ,	72 ,	266
	8451 ,	7084 ,	92 ,	65 ,	59 ,	40 ,	10 ,	266
	8451 ,	7071 ,	32 ,	10 ,	89 ,	94 ,	41 ,	266
	8451 ,	7057 ,	64 ,	96 ,	28 ,	41 ,	37 ,	266
	8451 ,	18014 ,	64 ,	6 ,	67 ,	33 ,	96 ,	266
	8451 ,	17602 ,	61 ,	38 ,	51 ,	37 ,	79 ,	266
	8451 ,	6941 ,	87 ,	88 ,	34 ,	0 ,	57 ,	266
	8451 ,	13866 ,	40 ,	43 ,	34 ,	81 ,	68 ,	266
	8451 ,	6908 ,	37 ,	31 ,	80 ,	25 ,	93 ,	266
	8451 ,	6903 ,	34 ,	61 ,	24 ,	98 ,	49 ,	266
	8451 ,	13656 ,	50 ,	90 ,	24 ,	91 ,	11 ,	266
	8451 ,	13636 ,	51 ,	98 ,	11 ,	19 ,	87 ,	266
	8451 ,	17670 ,	48 ,	33 ,	42 ,	59 ,	84 ,	266
	8451 ,	16561 ,	76 ,	64 ,	84 ,	16 ,	26 ,	266
	8451 ,	3343 ,	53 ,	93 ,	23 ,	12 ,	85 ,	266
	8451 ,	3998 ,	39 ,	43 ,	42 ,	52 ,	90 ,	266
	8451 ,	13357 ,	42 ,	30 ,	53 ,	45 ,	96 ,	266
	8451 ,	8596 ,	80 ,	99 ,	63 ,	16 ,	8 ,	266
	8451 ,	15997 ,	84 ,	72 ,	25 ,	21 ,	64 ,	266
	8451 ,	13253 ,	67 ,	32 ,	48 ,	35 ,	84 ,	266
	8451 ,	3307 ,	45 ,	50 ,	51 ,	39 ,	81 ,	266
	8451 ,	19047 ,	62 ,	28 ,	43 ,	86 ,	47 ,	266
	8451 ,	13068 ,	27 ,	75 ,	42 ,	99 ,	23 ,	266
	8451 ,	13034 ,	24 ,	48 ,	36 ,	81 ,	77 ,	266
	8451 ,	13027 ,	94 ,	4 ,	39 ,	34 ,	95 ,	266
	8451 ,	15738 ,	61 ,	91 ,	10 ,	52 ,	52 ,	266
	8451 ,	12938 ,	78 ,	32 ,	77 ,	18 ,	61 ,	266
	8451 ,	7794 ,	35 ,	67 ,	42 ,	58 ,	64 ,	266
	8451 ,	12910 ,	100 ,	16 ,	57 ,	11 ,	82 ,	266
	8451 ,	12855 ,	89 ,	52 ,	85 ,	29 ,	11 ,	266
	8451 ,	12791 ,	5 ,	95 ,	88 ,	37 ,	41 ,	266
	8451 ,	6222 ,	51 ,	94 ,	37 ,	54 ,	30 ,	266
	8451 ,	3104 ,	80 ,	74 ,	4 ,	49 ,	59 ,	266
	8451 ,	12260 ,	61 ,	33 ,	62 ,	51 ,	59 ,	266
	8451 ,	12202 ,	23 ,	52 ,	80 ,	43 ,	68 ,	266
	8451 ,	4199 ,	95 ,	34 ,	87 ,	6 ,	44 ,	266
	8451 ,	3031 ,	41 ,	86 ,	100 ,	39 ,	0 ,	266
	8451 ,	1513 ,	20 ,	93 ,	11 ,	94 ,	48 ,	266
	8451 ,	13285 ,	42 ,	66 ,	30 ,	29 ,	99 ,	266
	8451 ,	12084 ,	54 ,	6 ,	44 ,	90 ,	72 ,	266
	8451 ,	6036 ,	84 ,	70 ,	52 ,	52 ,	8 ,	266
	8451 ,	12065 ,	97 ,	66 ,	15 ,	88 ,	0 ,	266
	8451 ,	12022 ,	92 ,	37 ,	28 ,	31 ,	78 ,	266
	8451 ,	1501 ,	61 ,	31 ,	6 ,	76 ,	92 ,	266
	8451 ,	11800 ,	94 ,	28 ,	71 ,	45 ,	28 ,	266
	8451 ,	11742 ,	9 ,	77 ,	91 ,	24 ,	65 ,	266
	8451 ,	5675 ,	86 ,	76 ,	63 ,	25 ,	16 ,	266
	8451 ,	9998 ,	49 ,	31 ,	24 ,	89 ,	73 ,	266
	8451 ,	11163 ,	26 ,	70 ,	61 ,	19 ,	90 ,	266
	8451 ,	11010 ,	85 ,	25 ,	27 ,	92 ,	37 ,	266
	8451 ,	503 ,	98 ,	7 ,	77 ,	78 ,	6 ,	266
	8451 ,	10837 ,	30 ,	71 ,	63 ,	63 ,	39 ,	266
	8451 ,	17365 ,	22 ,	10 ,	77 ,	76 ,	81 ,	266
	8451 ,	10687 ,	69 ,	94 ,	56 ,	22 ,	25 ,	266
	8451 ,	18026 ,	11 ,	49 ,	91 ,	63 ,	52 ,	266
	8451 ,	10635 ,	40 ,	7 ,	83 ,	65 ,	71 ,	266
	8451 ,	5242 ,	78 ,	77 ,	50 ,	38 ,	23 ,	266
	8451 ,	10466 ,	46 ,	55 ,	83 ,	56 ,	26 ,	266
	8451 ,	2608 ,	40 ,	85 ,	32 ,	96 ,	13 ,	266
	8451 ,	10425 ,	83 ,	83 ,	19 ,	6 ,	75 ,	266
	8451 ,	2310 ,	54 ,	50 ,	83 ,	58 ,	21 ,	266
	8451 ,	2557 ,	44 ,	31 ,	35 ,	93 ,	63 ,	266
	8451 ,	9176 ,	23 ,	70 ,	68 ,	94 ,	11 ,	266
	8451 ,	9952 ,	61 ,	89 ,	14 ,	11 ,	91 ,	266
	8451 ,	9906 ,	70 ,	4 ,	91 ,	56 ,	45 ,	266
	8451 ,	19629 ,	18 ,	38 ,	43 ,	70 ,	97 ,	266
	8451 ,	19691 ,	65 ,	47 ,	75 ,	45 ,	34 ,	266
	8451 ,	19617 ,	17 ,	39 ,	26 ,	86 ,	98 ,	266
	8451 ,	4809 ,	14 ,	67 ,	74 ,	51 ,	60 ,	266
	8451 ,	19216 ,	68 ,	44 ,	58 ,	51 ,	45 ,	266
	8451 ,	19176 ,	83 ,	36 ,	98 ,	0 ,	49 ,	266
	8451 ,	3497 ,	49 ,	3 ,	71 ,	51 ,	92 ,	266
	8451 ,	587 ,	87 ,	12 ,	95 ,	55 ,	17 ,	266
	8451 ,	1164 ,	86 ,	42 ,	97 ,	19 ,	22 ,	266
	8451 ,	9271 ,	23 ,	30 ,	50 ,	86 ,	77 ,	266
	8451 ,	9625 ,	51 ,	69 ,	88 ,	31 ,	27 ,	266
	8451 ,	14207 ,	79 ,	35 ,	32 ,	30 ,	90 ,	266
	8451 ,	9018 ,	66 ,	89 ,	62 ,	34 ,	15 ,	266
	8451 ,	17985 ,	31 ,	63 ,	71 ,	54 ,	47 ,	266
	8451 ,	8949 ,	74 ,	41 ,	6 ,	55 ,	90 ,	266
	8451 ,	17800 ,	88 ,	51 ,	77 ,	40 ,	10 ,	266
	8451 ,	17617 ,	32 ,	71 ,	98 ,	29 ,	36 ,	266
	8451 ,	2200 ,	7 ,	51 ,	86 ,	76 ,	46 ,	266
	8451 ,	17581 ,	66 ,	40 ,	94 ,	34 ,	32 ,	266
	8451 ,	8786 ,	25 ,	55 ,	85 ,	27 ,	74 ,	266
	8451 ,	17570 ,	20 ,	95 ,	98 ,	22 ,	31 ,	266
	8451 ,	2195 ,	45 ,	36 ,	11 ,	97 ,	77 ,	266
	8451 ,	17533 ,	7 ,	66 ,	60 ,	80 ,	53 ,	266
	8451 ,	8756 ,	86 ,	8 ,	97 ,	35 ,	40 ,	266
	8451 ,	17496 ,	5 ,	38 ,	87 ,	69 ,	67 ,	266
	8451 ,	8706 ,	38 ,	34 ,	57 ,	88 ,	49 ,	266
	8451 ,	8585 ,	80 ,	50 ,	16 ,	41 ,	79 ,	266
	8451 ,	8564 ,	82 ,	31 ,	72 ,	43 ,	38 ,	266
	8451 ,	2140 ,	70 ,	36 ,	74 ,	80 ,	6 ,	266
	8451 ,	17071 ,	4 ,	23 ,	72 ,	98 ,	69 ,	266
	8451 ,	7113 ,	42 ,	17 ,	97 ,	73 ,	37 ,	266
	8451 ,	4206 ,	42 ,	30 ,	34 ,	92 ,	68 ,	266
	8451 ,	2094 ,	79 ,	99 ,	21 ,	62 ,	5 ,	266
	8451 ,	16644 ,	51 ,	85 ,	16 ,	34 ,	80 ,	266
	8451 ,	16400 ,	78 ,	7 ,	15 ,	68 ,	98 ,	266
	8581 ,	16087 ,	55 ,	51 ,	8 ,	57 ,	94 ,	265
	8581 ,	556 ,	62 ,	89 ,	47 ,	62 ,	5 ,	265
	8581 ,	6729 ,	65 ,	44 ,	81 ,	70 ,	5 ,	265
	8581 ,	18564 ,	41 ,	45 ,	36 ,	89 ,	54 ,	265
	8581 ,	14426 ,	51 ,	56 ,	85 ,	22 ,	51 ,	265
	8581 ,	1909 ,	98 ,	52 ,	9 ,	39 ,	67 ,	265
	8581 ,	19764 ,	99 ,	77 ,	34 ,	45 ,	10 ,	265
	8581 ,	942 ,	80 ,	63 ,	63 ,	31 ,	28 ,	265
	8581 ,	7475 ,	44 ,	5 ,	84 ,	86 ,	46 ,	265
	8581 ,	14776 ,	38 ,	90 ,	66 ,	40 ,	31 ,	265
	8581 ,	6347 ,	9 ,	99 ,	70 ,	48 ,	39 ,	265
	8581 ,	7340 ,	54 ,	77 ,	85 ,	41 ,	8 ,	265
	8581 ,	3638 ,	17 ,	69 ,	67 ,	92 ,	20 ,	265
	8581 ,	7227 ,	63 ,	19 ,	98 ,	14 ,	71 ,	265
	8581 ,	14406 ,	50 ,	51 ,	30 ,	50 ,	84 ,	265
	8581 ,	14436 ,	76 ,	49 ,	91 ,	14 ,	35 ,	265
	8581 ,	14059 ,	94 ,	82 ,	51 ,	21 ,	17 ,	265
	8581 ,	14435 ,	53 ,	61 ,	52 ,	83 ,	16 ,	265
	8581 ,	13926 ,	78 ,	50 ,	16 ,	86 ,	35 ,	265
	8581 ,	13902 ,	35 ,	89 ,	19 ,	50 ,	72 ,	265
	8581 ,	6944 ,	17 ,	93 ,	83 ,	72 ,	0 ,	265
	8581 ,	18437 ,	70 ,	67 ,	80 ,	37 ,	11 ,	265
	8581 ,	13542 ,	67 ,	11 ,	63 ,	90 ,	34 ,	265
	8581 ,	3384 ,	15 ,	40 ,	84 ,	33 ,	93 ,	265
	8581 ,	6739 ,	51 ,	62 ,	58 ,	34 ,	60 ,	265
	8581 ,	840 ,	51 ,	94 ,	77 ,	8 ,	35 ,	265
	8581 ,	1666 ,	86 ,	35 ,	7 ,	62 ,	75 ,	265
	8581 ,	6643 ,	54 ,	45 ,	74 ,	27 ,	65 ,	265
	8581 ,	6631 ,	85 ,	31 ,	46 ,	4 ,	99 ,	265
	8581 ,	13215 ,	68 ,	39 ,	22 ,	71 ,	65 ,	265
	8581 ,	13211 ,	92 ,	59 ,	16 ,	65 ,	33 ,	265
	8581 ,	13105 ,	76 ,	81 ,	9 ,	61 ,	38 ,	265
	8581 ,	13064 ,	39 ,	71 ,	13 ,	76 ,	66 ,	265
	8581 ,	3239 ,	75 ,	33 ,	72 ,	24 ,	61 ,	265
	8581 ,	6447 ,	0 ,	72 ,	64 ,	84 ,	45 ,	265
	8581 ,	2238 ,	37 ,	71 ,	8 ,	99 ,	50 ,	265
	8581 ,	12732 ,	53 ,	6 ,	47 ,	80 ,	79 ,	265
	8581 ,	6336 ,	89 ,	49 ,	24 ,	100 ,	3 ,	265
	8581 ,	12608 ,	33 ,	100 ,	22 ,	49 ,	61 ,	265
	8581 ,	6303 ,	73 ,	7 ,	52 ,	36 ,	97 ,	265
	8581 ,	785 ,	20 ,	94 ,	56 ,	83 ,	12 ,	265
	8581 ,	3124 ,	22 ,	40 ,	84 ,	29 ,	90 ,	265
	8581 ,	12413 ,	95 ,	31 ,	4 ,	50 ,	85 ,	265
	8581 ,	17174 ,	67 ,	95 ,	37 ,	9 ,	57 ,	265
	8581 ,	380 ,	44 ,	82 ,	59 ,	27 ,	53 ,	265
	8581 ,	12221 ,	76 ,	30 ,	14 ,	51 ,	94 ,	265
	8581 ,	12191 ,	72 ,	17 ,	18 ,	79 ,	79 ,	265
	8581 ,	6078 ,	95 ,	15 ,	25 ,	63 ,	67 ,	265
	8581 ,	1519 ,	37 ,	91 ,	63 ,	51 ,	23 ,	265
	8581 ,	3032 ,	53 ,	43 ,	68 ,	63 ,	38 ,	265
	8581 ,	3029 ,	6 ,	95 ,	93 ,	32 ,	39 ,	265
	8581 ,	374 ,	14 ,	82 ,	0 ,	95 ,	74 ,	265
	8581 ,	746 ,	77 ,	66 ,	5 ,	25 ,	92 ,	265
	8581 ,	5975 ,	32 ,	33 ,	56 ,	57 ,	87 ,	265
	8581 ,	13287 ,	56 ,	34 ,	97 ,	74 ,	4 ,	265
	8581 ,	2966 ,	35 ,	54 ,	56 ,	74 ,	46 ,	265
	8581 ,	19085 ,	13 ,	82 ,	16 ,	100 ,	54 ,	265
	8581 ,	5836 ,	100 ,	36 ,	30 ,	11 ,	88 ,	265
	8581 ,	11629 ,	37 ,	70 ,	36 ,	51 ,	71 ,	265
	8581 ,	11584 ,	6 ,	73 ,	86 ,	41 ,	59 ,	265
	8581 ,	2857 ,	46 ,	58 ,	7 ,	84 ,	70 ,	265
	8581 ,	5696 ,	65 ,	54 ,	48 ,	72 ,	26 ,	265
	8581 ,	11352 ,	41 ,	37 ,	22 ,	69 ,	96 ,	265
	8581 ,	5636 ,	39 ,	26 ,	51 ,	55 ,	94 ,	265
	8581 ,	9770 ,	52 ,	59 ,	63 ,	15 ,	76 ,	265
